iter	Logloss
223	0.3756306894
224	0.3756189901
225	0.3756086987
226	0.3756003274
227	0.3755880649
228	0.3755785672
229	0.3755648198
230	0.3755520708
231	0.3755449796
232	0.3755346114
233	0.375516384
234	0.3755065535
235	0.3754990014
236	0.3754877884
237	0.3754776251
238	0.3754659514
239	0.3754539448
240	0.3754448823
241	0.375432031
242	0.3754234292
243	0.37541621
244	0.3754068402
245	0.3753958065
246	0.375389176
247	0.3753792175
248	0.3753696174
249	0.3753603757
250	0.3753474987
251	0.3753328809
252	0.3753210536
253	0.3753066918
254	0.3752948901
255	0.3752824227
256	0.3752701857
257	0.3752596128
258	0.3752499103
259	0.3752395166
260	0.3752305565
261	0.3752187803
262	0.3752083866
263	0.375197532
264	0.3751888535
265	0.3751798934
266	0.3751686805
267	0.375161794
268	0.3751497107
269	0.3751324048
270	0.3751170959
271	0.3751049613
272	0.3750908811
273	0.375080129
274	0.3750725513
275	0.3750629
276	0.3750569095
277	0.3750445446
278	0.37503369
279	0.3750258307
280	0.3750192258
281	0.3750077313
282	0.3750007168
283	0.374986483
284	0.3749783421
285	0.374970022
286	0.3749601915
287	0.3749523066
288	0.3749431673
289	0.3749283703
290	0.3749216118
291	0.3749122677
292	0.3749046644
293	0.3748973683
294	0.374888357
295	0.3748800881
296	0.3748650863
297	0.3748547438
298	0.3748386668
299	0.3748302955
300	0.374823409
301	0.3748126057
302	0.3748014951
303	0.3747871846
304	0.3747769188
305	0.3747660899
306	0.3747531873
307	0.3747433056
308	0.3747333983
309	0.3747209565
310	0.3747069532
311	0.3746970714
312	0.3746877529
313	0.3746783064
314	0.3746687575
315	0.374661871
316	0.3746512469
317	0.37464285
318	0.3746346835
319	0.3746254162
320	0.3746145872
321	0.3746047567
322	0.3745969486
323	0.3745861709
324	0.3745719115
325	0.3745582921
326	0.3745490504
327	0.3745436743
328	0.3745324102
329	0.3745268549
330	0.3745174596
331	0.3745091907
332	0.374499437
333	0.3744886337
334	0.3744755263
335	0.3744637246
336	0.3744506172
337	0.3744411195
338	0.3744336698
339	0.3744268089
340	0.3744168248
341	0.3744094519
342	0.3744002358
343	0.3743880244
344	0.3743806259
345	0.3743691314
346	0.3743590193
347	0.3743450671
348	0.3743295533
349	0.37432387
350	0.3743115051
351	0.3743063338
352	0.3742977577
353	0.3742876968
354	0.3742784807
355	0.3742672933
356	0.3742546468
357	0.3742467875
358	0.3742400546
359	0.3742268704
360	0.3742195743
361	0.3742138911
362	0.3742036765
363	0.3741902876
364	0.3741791258
365	0.3741701657
366	0.3741619224
367	0.3741519383
368	0.3741435926
369	0.3741347861
370	0.3741223699
371	0.3741127186
372	0.3741069073
373	0.3740936976
374	0.3740870671
375	0.3740741133
376	0.374064974
377	0.3740562187
378	0.3740473354
379	0.3740367113
380	0.3740308232
381	0.3740258055
382	0.3740124934
383	0.3740039685
384	0.3739956484
385	0.3739888387
386	0.3739791874
387	0.37396864
388	0.3739607807
389	0.3739501822
390	0.3739405053
391	0.3739328764
392	0.3739271675
393	0.3739155706
394	0.373903692
395	0.3738927863
396	0.3738840054
397	0.3738718196
398	0.3738641139
399	0.3738516722
400	0.3738422769
401	0.3738322671
402	0.3738257903
403	0.3738166765
404	0.3738073836
405	0.3737980651
406	0.373788593
407	0.3737737704
408	0.3737637863
409	0.373756695
410	0.3737509093
411	0.3737400036
412	0.3737275106
413	0.3737160929
414	0.373710384
415	0.3736991199
416	0.3736898782
417	0.3736763612
418	0.3736668379
419	0.373660233
420	0.373647484
421	0.373641084
422	0.3736296406
423	0.3736188117
424	0.3736112596
425	0.3736008147
426	0.3735905233
427	0.373581128
428	0.3735744719
429	0.3735656398
430	0.3735570381
431	0.3735510476
432	0.3735403723
433	0.3735313354
434	0.37351554
435	0.3735089863
436	0.3734961094
437	0.3734840772
438	0.3734747843
439	0.373465261
440	0.3734535104
441	0.3734425023
442	0.3734340286
443	0.3734244541
444	0.3734161596
445	0.3734081467
446	0.3733989562
447	0.3733836472
448	0.3733736886
449	0.3733662134
450	0.3733569716
451	0.3733463475
452	0.373334213
453	0.3733270193
454	0.3733169071
455	0.3733071022
456	0.373288414
457	0.3732798123
458	0.3732659881
459	0.3732543912
460	0.3732484007
461	0.3732333989
462	0.3732280484
463	0.3732195235
464	0.373207773
465	0.373194
466	0.3731855519
467	0.373176131
468	0.3731669917
469	0.373159798
470	0.3731460506
471	0.3731350169
472	0.3731271832
473	0.3731222167
474	0.3731125398
475	0.3731065493
476	0.3730944916
477	0.3730849939
478	0.3730735761
479	0.373064104
480	0.3730488718
481	0.3730404237
482	0.3730287756
483	0.3730177674
484	0.3730082185
485	0.3729960584
486	0.3729896327
487	0.3729813382
488	0.3729724037
489	0.3729619843
490	0.3729524098
491	0.3729422721
492	0.3729350272
493	0.3729259647
494	0.3729149054
495	0.3729065853
496	0.3728973691
497	0.372885849
498	0.3728764793
499	0.3728689784
500	0.3728629623
501	0.3728555638
502	0.3728398452
503	0.3728262771
504	0.372820133
505	0.3728017264
506	0.3727936111
507	0.3727834989
508	0.3727709548
509	0.3727607147
510	0.3727505001
511	0.3727401576
512	0.3727295335
513	0.3727143013
514	0.372704778
515	0.372690365
516	0.3726828897
517	0.372675696
518	0.3726685791
519	0.3726570078
520	0.3726461532
521	0.3726426204
522	0.3726334043
523	0.3726240602
524	0.3726147672
525	0.3726065751
526	0.3725953366
527	0.3725847125
528	0.372579234
529	0.3725691987
530	0.3725563729
531	0.3725525841
532	0.3725458
533	0.3725356879
534	0.3725246029
535	0.3725096779
536	0.3724957514
537	0.3724868937
538	0.3724759367
539	0.3724681286
540	0.3724590661
541	0.3724534852
542	0.3724440899
543	0.3724365634
544	0.3724289089
545	0.3724149824
546	0.3724088639
547	0.372400723
548	0.3723931453
549	0.3723803195
550	0.3723688506
551	0.3723607865
552	0.3723546424
553	0.3723433271
554	0.3723342902
555	0.3723248693
556	0.3723149107
557	0.3723032882
558	0.3722953777
559	0.3722846256
560	0.3722780207
561	0.3722697518
562	0.3722590252
563	0.3722517803
564	0.3722421802
565	0.3722347305
566	0.372224516
567	0.3722138151
568	0.372207543
569	0.3722018597
570	0.3721908772
571	0.3721808419
572	0.3721680417
573	0.3721557792
574	0.3721490719
575	0.3721411358
576	0.372130102
577	0.3721213211
578	0.3721110042
579	0.372095132
580	0.3720852247
581	0.3720791062
582	0.3720686613
583	0.3720583444
584	0.3720521235
585	0.3720461586
586	0.3720362257
587	0.3720271376
588	0.3720196367
589	0.3720069133
590	0.3719962892
591	0.3719891723
592	0.3719827722
593	0.3719767561
594	0.3719628296
595	0.3719534343
596	0.3719448069
597	0.37193641
598	0.3719237635
599	0.3719113985
600	0.3719045632
601	0.3718983424
602	0.3718882558
603	0.3718770429
604	0.3718667004
605	0.3718603771
606	0.3718536442
607	0.3718406393
608	0.3718318583
609	0.3718178806
610	0.371807666
611	0.3717949427
612	0.3717869042
613	0.3717800945
614	0.371775512
615	0.3717688304
616	0.3717633775
617	0.371755723
618	0.3717480429
619	0.3717366252
620	0.3717298923
621	0.371722417
622	0.3717135849
623	0.3717073128
624	0.3717018087
625	0.3716948966
626	0.3716850149
627	0.3716754916
628	0.3716662755
629	0.3716614114
630	0.3716539105
631	0.3716467937
632	0.3716357343
633	0.3716242654
634	0.3716158173
635	0.371606294
636	0.371597001
637	0.3715880153
638	0.3715805144
639	0.3715739608
640	0.3715638486
641	0.3715549653
642	0.3715433172
643	0.3715357651
644	0.371527317
645	0.3715206097
646	0.3715098576
647	0.3715035343
648	0.3714958542
649	0.3714872269
650	0.3714661578
651	0.3714592713
652	0.3714499272
653	0.3714380231
654	0.3714308294
655	0.3714209989
656	0.3714163908
657	0.3714070979
658	0.3713969346
659	0.3713838784
660	0.3713687742
661	0.3713571261
662	0.3713480124
663	0.3713402043
664	0.3713324474
665	0.3713226424
666	0.3713146807
667	0.3713071798
668	0.3713006774
669	0.3712864436
670	0.3712756403
671	0.3712703154
672	0.3712590512
673	0.3712521136
674	0.3712445871
675	0.3712349101
676	0.3712290733
677	0.3712184491
678	0.3712110251
679	0.3711999145
680	0.3711906728
681	0.3711824039
682	0.3711758758
683	0.3711674277
684	0.3711601316
685	0.3711530659
686	0.3711469475
687	0.3711370657
688	0.3711295904
689	0.371122704
690	0.3711133854
691	0.3711042461
692	0.3710967708
693	0.3710901148
694	0.3710823835
695	0.3710705049
696	0.3710643864
697	0.3710560407
698	0.3710477462
699	0.371041295
700	0.37103213
701	0.371025346
702	0.3710160786
703	0.3710088849
704	0.370996904
705	0.3709844366
706	0.3709720205
707	0.3709630092
708	0.3709577611
709	0.3709473674
710	0.3709376905
711	0.3709247879
712	0.370917927
713	0.3709102213
714	0.3709034116
715	0.3708934531
716	0.3708845698
717	0.3708753793
718	0.3708687744
719	0.3708614015
720	0.3708521854
721	0.3708448893
722	0.3708369788
723	0.3708295547
724	0.3708219514
725	0.3708164474
726	0.3708068728
727	0.370799372
728	0.3707938935
729	0.370786879
730	0.370771698
731	0.3707623539
732	0.3707556466
733	0.3707457649
734	0.3707382128
735	0.3707293551
736	0.3707202926
737	0.3707134317
738	0.3707067244
739	0.3706986347
740	0.3706939754
741	0.3706846313
742	0.3706756968
743	0.3706669159
744	0.3706595174
745	0.3706445924
746	0.3706293858
747	0.3706195553
748	0.3706079072
749	0.3705997663
750	0.370595107
751	0.3705872989
752	0.3705805404
753	0.3705735516
754	0.3705622106
755	0.3705547097
756	0.3705437784
757	0.3705337431
758	0.3705263958
759	0.3705173845
760	0.3705108052
761	0.3705007699
762	0.3704894545
763	0.3704840016
764	0.3704744527
765	0.3704644174
766	0.3704586573
767	0.3704533069
768	0.3704436299
769	0.3704332106
770	0.3704247881
771	0.3704067911
772	0.3704008262
773	0.3703978822
774	0.3703883845
775	0.3703759171
776	0.3703710018
777	0.3703627841
778	0.3703561025
779	0.3703505728
780	0.3703403839
781	0.370333907
782	0.3703272253
783	0.3703182396
784	0.370306745
785	0.3702983481
786	0.370289644
787	0.3702826808
788	0.3702740534
789	0.3702653493
790	0.370258386
791	0.3702455859
792	0.3702386226
793	0.3702277169
794	0.3702233136
795	0.370209771
796	0.3701985325
797	0.3701905196
798	0.3701851947
799	0.3701781035
800	0.3701660969
801	0.3701577256
802	0.3701476647
803	0.3701355045
804	0.3701301285
805	0.3701236516
806	0.3701174307
807	0.370107165
808	0.3700988193
809	0.3700848415
810	0.3700761118
811	0.3700639772
812	0.3700567324
813	0.3700517659
814	0.3700399641
815	0.3700298776
816	0.3700199703
817	0.370014287
818	0.3700079381
819	0.3699977492
820	0.3699864339
821	0.369979829
822	0.3699701265
823	0.3699620368
824	0.3699534351
825	0.3699461902
826	0.3699367437
827	0.369931342
828	0.3699257611
829	0.3699175178
830	0.3699101449
831	0.3699000328
832	0.3698940423
833	0.3698894343
834	0.3698824454
835	0.3698760197
836	0.3698687492
837	0.3698606339
838	0.3698561539
839	0.3698509314
840	0.3698434049
841	0.369835008
842	0.3698269695
843	0.3698161918
844	0.3698071293
845	0.3697983996
846	0.3697902586
847	0.3697777657
848	0.3697702648
849	0.3697619191
850	0.3697517558
851	0.3697443573
852	0.3697357812
853	0.3697279475
854	0.3697236978
855	0.3697190898
856	0.3697111793
857	0.3697025008
858	0.3696952303
859	0.3696857326
860	0.3696757228
861	0.3696669931
862	0.3696596714
863	0.3696545002
864	0.3696492265
865	0.3696396008
866	0.3696342759
867	0.3696260326
868	0.3696195557
869	0.3696131557
870	0.3696006627
871	0.3695900898
872	0.3695860449
873	0.3695775712
874	0.3695711455
875	0.3695598558
876	0.3695513053
877	0.3695463388
878	0.3695406044
879	0.3695354331
880	0.3695277274
881	0.3695201753
882	0.3695136216
883	0.3695083992
884	0.3694953174
885	0.3694887637
886	0.3694823636
887	0.3694779604
888	0.3694726611
889	0.3694668498
890	0.3694583249
891	0.3694469072
892	0.3694395087
893	0.3694322894
894	0.3694215117
895	0.3694136524
896	0.3694058955
897	0.369397729
898	0.3693903305
899	0.3693816264
900	0.3693707719
901	0.3693595333
902	0.3693516996
903	0.3693442243
904	0.369336365
905	0.3693318594
906	0.3693245889
907	0.3693160896
908	0.3693088703
909	0.3693009854
910	0.3692917693
911	0.3692816827
912	0.3692722106
913	0.3692647865
914	0.3692580025
915	0.3692511672
916	0.3692412086
917	0.3692363702
918	0.3692273333
919	0.3692193204
920	0.3692117683
921	0.3692052658
922	0.3691953585
923	0.369185272
924	0.3691812527
925	0.3691704494
926	0.3691613357
927	0.3691569836
928	0.3691515563
929	0.3691418794
930	0.3691332777
931	0.3691263144
932	0.369123396
933	0.3691104934
934	0.369105015
935	0.3690995877
936	0.3690908836
937	0.3690848675
938	0.3690739618
939	0.3690634912
940	0.3690573472
941	0.3690504095
942	0.3690442398
943	0.3690369693
944	0.36902911
945	0.3690159771
946	0.3690064281
947	0.3689971864
948	0.3689923992
949	0.3689838231
950	0.3689768854
951	0.3689672341
952	0.3689621652
953	0.3689551507
954	0.3689496978
955	0.3689443218
956	0.3689353617
957	0.3689274768
958	0.3689212047
959	0.3689164174
960	0.3689108366
961	0.3689062029
962	0.3688989836
963	0.3688929419
964	0.368885185
965	0.3688745865
966	0.3688668552
967	0.3688597127
968	0.3688531846
969	0.3688408965
970	0.368830682
971	0.3688233347
972	0.368816781
973	0.3688060801
974	0.3687967615
975	0.3687864702
976	0.3687805565
977	0.368771622
978	0.3687629435
979	0.3687576443
980	0.3687512442
981	0.3687441017
982	0.3687348088
983	0.3687307127
984	0.3687220854
985	0.3687152757
986	0.3687083124
987	0.3687023476
988	0.3686945139
989	0.3686842737
990	0.3686781553
991	0.3686708848
992	0.3686623087
993	0.3686552686
994	0.3686492525
995	0.3686437484
996	0.3686340459
997	0.3686232938
998	0.3686187369
999	0.3686125417
